Year,TM,real_team_id,HITTERS,INJ,AB,SO vlhp,BB v lhp,HIT v lhp,OB v lhp,TB v lhp,HR v lhp,BP v lhp,CL v lhp,DP v lhp,SO v rhp,BB v rhp,HIT v rhp,OB v rhp,TB v rhp,HR v rhp,BP v rhp,CL v rhp,DP v rhp,STEALING,STL,SPD,B,H,CA,1B,2B,3B,SS,LF,CF,RF,FIELDING,rml_team_id
2015,LA(A),1,"Victorino,S",,178,13,11,17.9,34.9,28.7,1.6,w,-9,21,13,4,14.8,24.8,14.8,0,w,-10,23,*6/- (20-12),B,14,C,C,,,,,,306,306,306,rf-3(-1)e6 lf-3e6 cf-3e6,25
2015,HOU,12,"Villar,J+",,116,26,5,27.2,32.2,43.5,0,0,2,19,32,12,28.6,40.6,31.3,0.4,0,2,17,*4-6/- (19-13),B,15,D,D,,,441,465,444,425,425,,ss-4e44 3b-4e65 lf-4(+1)e25 2b-4e41 cf-4e25,6
2015,OAK,21,"Vogt,S*",,445,19,10,20,31,31.5,1.8,w,0,21,20,14,21.6,36.6,39.3,4.5,8,0,21,2-5/- (3-1),E,12,D,C,301,416,,,,,,,"c-3(0)e1,T-5(pb-3) 1b-4e16",21
2015,CIN,8,"Votto,J*",,545,13,34,27.7,63.7,46.5,3.2,3,-12,8,22,31,23.6,56.7,40.3,4.2,4,-12,14,*4/- (18-6),B,12,C,C,,209,,,,,,,1b-2e9,1
2015,PIT,23,"Walker,N+",,543,5,5,18.2,26.3,23.4,0,w,-2,16,22,5,23.5,31.5,37.5,2.3,4,-2,17,3/- (16-6),D,12,D,B,,,308,,,,,,2b-3e8,20
2015,WASH,31,"Werth,J",,331,33,7,13.1,22.1,34.3,4.2,8*,0,19,23,17,11.6,30.6,21.9,2.4,3,-1,16,"4,5/- (3-1)",E,13,D,D,,,,,,404,,304,lf-4(0)e4 rf-3e4,23
2015,BAL,4,"Wieters,M+",,258,44,4,23.9,27.9,34,3.3,5,-12,10,26,9,25.6,34.6,37.9,1.5,1,-12,11,-/- (---),E,8,D,C,204,425,,,,,,,"c-2(-3)e4,T-20(pb-1) 1b-4e25",1
2015,TEX,1,"Wilson,B",,132,49,12,4.4,18.4,6,0,w*,0,2,30,8,10.8,20.8,19.6,2.2,w,6,3,3-7/- (3-1),E,9,C,D,306,,,,,,,,"c-3(+1)e6,T-2(pb-0)",25
2015,STL,27,"Wong,K*",,557,17,0,18.9,25,24.1,1.3,w,-2,15,9,5,23.9,34.8,35.7,1.3,2,-2,14,"*2-6,9/- (15-12)",B,15,D,C,,,219,,,,,,2b-2e19,18
2015,NY(N),20,"Wright,D",,152,8,17,35.6,52.6,56.7,3.8,7,-6,26,25,21,22.8,43.8,27.8,1.2,2,-6,18,"4,5/- (13-6)",D,12,D,D,,,,317,,,,,3b-3e17,5
2015,MIA,16,"Yelich,C*",,476,25,10,29.4,40.4,36.9,1.5,w,-10,19,18,10,30.7,41.7,40.3,0.2,0,-10,23,"*5,6/- (17-11)",B,15,D,C,,,,,,103,303,,lf-1(+1)e3 cf-3e3,12
2015,COL,10,"Ynoa,R+",,127,27,0,23.3,23.3,34.8,0,w,6,20,22,0,22.2,22.2,30.8,0,w,6,20,2/- (20-6),E,13,D,C,,,413,447,405,413,,,lf-4(+2)e13 2b-4e13 3b-4e47 ss-4e5,25
2015,NY(A),19,"Young,C",,318,14,12,33.7,47.7,58.3,3.3,4,-13,14,31,7,6.2,15.2,14.6,2.5,4,-1,14,5/- (15-6),D,14,C,D,,,,,,302,302,302,lf-3(+1)e2 rf-3e2 cf-3e2,2
2015,BAL,4,"Young,D",,174,3,0,29.3,30.3,29.3,0,w,6,35,16,0,25.3,26.3,29.9,0.3,0,6,34,-/- (---),E,12,D,D,,,,,,409,,409,rf-4(-1)e9 lf-4e9,25
2015,WASH,31,"Zimmerman,R",,346,21,9,26.3,36.3,71.3,9.3,8,0,24,21,12,13.2,26.2,28.5,2.8,4,7,25,2/- (20-6),E,12,D,C,,307,,,,407,,,1b-3e7 lf-4(+3)e7,5
2015,KC,1,"Zobrist,B+",,467,1,16,35,51,54.4,0.5,0,-9,11,1,16,20.1,36.1,32.8,2,3,-9,11,"4,5/10 (13-5)",D,14,D,C,,,308,437,,315,,315,2b-3e8 lf-3(-1)e15 3b-4e37 rf-3e15,1
2015,SEA,26,"Zunino,M",,350,49,3,14.3,20.3,22.7,2,w,-7,17,55,5,4,12,12.6,2.8,5*,0,17,2-5/- (3-1),E,10,B,B,202,,,,,,,,"c-2(-1)e2,T-10(pb-2)",18
2016,CHI(A),6,"Abreu,J",1,624,21,9,18,32,35,4.4,8,0,25,15,4,29.3,38.3,39.2,1.6,3,0,26,"4,5/- (3-1)",E,11,D,B,,411,,,,,,,1b-4e11,5
2016,COL,10,"Adames,C+",1,225,24,10,13.5,27.5,25.8,0,w,-4,17,14,11,11.9,26.9,19.8,2.3,w,-7,17,2-5/7 (13-4),D,13,B,C,,,327,324,321,,,,ss-3e21 2b-3e27 3b-3e24,25
2016,STL,27,"Adams,M*",2,297,25,0,15.5,17.5,30.7,3.8,7,8,17,33,7,16.5,25.5,36.2,4.3,8,8,16,"5,6/- (3-1)",E,10,D,D,,317,,,,,,,1b-3e17,9
2016,ARIZ,2,"Ahmed,N",5,284,10,0,20.6,23.6,28.2,1,1,-5,24,20,2,13.9,18.9,20.8,2,w,-5,23,"*5,6/- (16-11)",C,15,C,C,,,,,220,,,,ss-2e20,9
2016,CLE,9,"Almonte,A+",1,182,28,1,26.6,28.6,57.8,3.3,w,6,21,22,0,22,23,38.7,0,w,6,21,"*4,5/- (20-13)",B,14,D,C,,,,,,207,307,207,rf-2(-2)e7 lf-2e7 cf-3e7,7
2016,CHI(N),7,"Almora,A",1,112,2,0,26.5,26.5,55.2,3.3,5,6,34,19,4,26.1,30.1,46.1,3,w,6,33,-/- (---),E,13,D,C,,,,,,208,208,208,cf-2(-2)e8 lf-2e8 rf-2e8,14
2016,OAK,21,"Alonso,Y*",1,482,7,7,17.9,24.9,27.2,0.5,0,4,25,8,9,21.9,30.9,38.9,2.8,w,4,25,3/- (15-6),D,11,D,C,,205,,437,,,,,1b-2e5 3b-4e37,13
2016,PHI,22,"Altherr,A",5,198,27,14,15.3,35.3,22.5,1,0,5,16,44,12,7.9,25.9,9.7,0.6,0,5,16,*2-5/- (18-12),B,14,D,D,,,,,,203,203,203,rf-2(-2)e3 lf-2e3 cf-2e3,17
2016,HOU,12,"Altuve,J",1,640,0,12,29.1,43.1,44.8,1.4,2,0,19,0,6,39,47,56,2.5,4,0,21,"*2-5,12/- (18-13)",A,17,B,B,,,208,,448,,,,2b-2e8 ss-4e48,15
2016,BAL,4,"Alvarez,P*",1,337,26,7,20,27,31.4,1.8,2,-3,12,34,12,17.2,29.2,41.2,5.9,8,-3,12,2/- (20-6),E,11,D,D,,,,565,,,,,3b-5e65,4
2016,SD,24,"Amarista,A*",4,140,16,0,3.2,3.2,3.2,0,w,6,28,16,1,26.7,27.7,26.7,0,w,6,28,"*2-5,11,12/- (19-13)",B,13,C,C,,,308,315,321,306,,406,2b-3e8 ss-3e21 rf-4(+1)e6 3b-3e15 lf-3e6,9
2016,CHI(A),6,"Anderson,T",1,410,35,0,37.5,37.5,46.7,0.8,0,-14,23,36,0,29.7,29.7,44.7,1,0,-14,30,*7/- (19-11),B,16,B,C,,,,,324,,,,ss-3e24,15
2016,TEX,29,"Andrus,E",1,506,6,7,37.7,46.7,59.5,3.4,w,12,27,3,11,25.8,38.8,44.7,2.8,w,11,25,"*2-5,12/- (18-13)",A,16,B,B,,,,,219,,,,ss-2e19,20
2016,SEA,26,"Aoki,N*",1,417,0,10,19,34,20.6,0,w,-9,14,0,6,31.9,42.9,50.6,2.5,w,-9,15,"*2-6,11,12/8,10 (15-6)",D,12,B,B,,,,,,402,402,,lf-4(0)e2 cf-4e2,21
2016,MIL,17,"Arcia,O",1,201,17,22,23.8,45.8,38.3,0.3,0,-2,20,24,2,13.8,15.8,24.5,0.8,0,-2,26,*7/- (20-12),B,15,C,C,,,,,216,,,,ss-2e16,13
2016,SD,1,"Arcia,O*",2,202,52,13,9,23,14.8,0,w,2,0,53,7,9.4,17.4,21.5,3.6,6,2,0,"4,5/11 (13-5)",E,12,D,D,,,,,,407,,407,rf-4(-1)e7 lf-4e7,25
2016,COL,10,"Arenado,N",1,618,15,11,19.3,31.3,39.8,4.5,5,-2,20,6,10,25.6,36.7,52,5.8,8,-2,21,5/11 (13-4),E,11,C,C,,,,113,,,,,3b-1e13,30
2016,PHI,22,"Asche,C*",5,197,48,5,18.2,25.2,26.6,0,w,1,5,29,9,12.9,24,24.8,0.8,1,1,5,*6/- (17-6),C,11,D,D,,,,,,503,,,lf-5(+1)e3,25
2016,CHI(A),6,"Avila,A*",6,169,38,28,13,41.9,23.8,3.6,6,-6,11,41,30,8.6,39.7,16.3,2,3,-2,7,-/- (---),E,8,D,D,303,,,,,,,,"c-3(0)e3,T-4(pb-2)",11
2016,DET,11,"Aviles,M",1,167,5,7,12.2,21.2,12.2,0,w,-10,26,13,0,15.4,17.4,27.2,2,w,-7,27,"*2-6,12/8 (15-7)",D,13,B,C,,,312,365,468,405,505,505,rf-5(+1)e5 2b-3e12 3b-3e65 ss-4e68 lf-4e5 cf-5e5,30
2016,DET,1,"Aybar,E+",2,415,20,0,18.7,21.7,24.1,0,w,0,30,7,7,20.6,30.6,30.5,2,w,0,27,"5,6/10-12 (13-4)",D,13,B,B,,,341,335,321,,,,ss-3e21 3b-3e35 2b-3e41,5
2016,CHI(N),7,"Baez,J",2,421,18,0,33.3,38.3,44.1,1.5,2,-9,15,32,0,23.4,28.4,32.6,2,3,-9,15,"*4,6/- (18-12)",B,13,A,D,,425,123,228,216,416,,,2b-1e23 3b-2e28 ss-2e16 1b-4e25 lf-4(0)e16,1
2016,LA(A),14,"Bandy,J",2,209,20,11,14.9,29.9,32.9,3.6,6,-2,20,11,0,20.1,24.1,27.5,2,3,-12,24,2/- (20-6),E,8,C,C,205,,,,,,,,"c-2(0)e5,T-3(pb-1)",14
2016,COL,10,"Barnes,B",1,100,28,0,14.7,16.7,24.5,0,w,5,0,40,0,14.7,16.7,30.7,0,w,5,0,"*2-6,9/7,8,10-12 (15-4)",D,15,A,D,,,,,,206,306,206,lf-2(-1)e6 cf-3e6 rf-2e6,25
2016,TOR,30,"Barney,D",1,279,7,6,33.8,40.8,39.3,0.3,0,-12,25,13,8,22.3,31.3,35.8,2.3,w,-12,25,"4,6/11 (13-6)",D,13,C,C,,,220,328,207,425,,,2b-2e20 3b-3e28 ss-2e7 lf-4(+2)e25,1
2016,CIN,8,"Barnhart,T+",2,377,37,0,11.9,12.9,14.1,0.8,1,11,24,11,7,24.1,32.1,33.2,0.3,0,10,22,2/- (20-6),E,9,C,B,203,,,,,,,,"c-2(-1)e3,T-7(pb-1)",19
2016,TOR,30,"Bautista,J",3,423,9,20,8.5,30.5,21.7,3.5,6,5,26,23,30,10.2,42.2,24,2.8,5,5,26,6/12 (13-5),E,11,D,D,,418,,,,,,404,rf-4(0)e4 1b-4e18,22
2016,SF,1,"Beckham,G",4,245,19,11,12.4,26.5,21.5,0.9,1,5,30,15,12,11.6,26.7,22.3,0.4,0,5,29,2/- (20-6),E,12,D,B,,,308,313,420,,,,2b-3e8 3b-3e13 ss-4e20,7
2016,TB,28,"Beckham,T",1,198,48,10,26.8,37.8,42,0.5,1,-10,11,41,3,17.6,21.6,38.6,1.3,2,-2,11,"4,6/- (13-6)",D,11,D,D,,325,326,435,429,,,,ss-4e29 2b-3e26 1b-3e25 3b-4e35,11
2016,PIT,23,"Bell,J+",1,128,6,20,10.1,30.1,10.1,0,w,1,19,6,21,23,44,35.2,1.3,1,1,17,3-6/- (3-1),E,11,D,C,,529,,,,,,513,1b-5e29 rf-5(0)e13,1
2016,SF,25,"Belt,B*",1,542,23,22,22.6,46.6,44.8,2.8,5,-1,12,28,24,19.4,45.4,34.1,1.3,3,-1,13,"2-5,11,12/- (3-1)",E,11,D,B,,209,,,,425,,,1b-2e9 lf-4(0)e25,8
2016,TEX,1,"Beltran,C+",1,552,17,4,36.6,41.6,58.9,4.4,7,-9,23,14,2,26.8,29.8,43.9,3.8,5,-9,25,2/- (20-6),E,10,D,C,,,,,,,,503,rf-5(-1)e3,21
2016,TEX,29,"Beltre,A",1,583,0,11,30.6,43.6,54.5,5.8,8,1,15,0,5,26.4,33.4,43.7,4,6,1,16,3/- (13-5),E,12,D,C,,,,112,,,,,3b-1e12,2
2016,BOS,5,"Benintendi,A*",2,105,51,12,18.5,32.5,18.5,0,w,6,0,13,9,30.7,41.7,59.5,1,2,6,0,2/- (20-6),E,14,D,D,,,,,,206,306,,lf-2(0)e6 cf-3e6,8
2016,SD,24,"Bethancourt,C",4,193,48,10,18.2,28.2,25.4,1,0,6,19,31,1,15.8,16.8,26.6,2.2,3,6,34,"2-5,11,12/8-10 (13-4)",E,12,D,D,401,,571,,,420,,420,"c-4(-1)e1,T-11(pb-5) rf-4(-1)e20 lf-4e20 2b-5e71",17
2016,BOS,5,"Betts,M",1,672,0,4,19.5,24.5,42.2,5.2,8,4,17,1,7,34.3,42.3,53.2,3,4,3,16,"*4,5/- (19-12)",A,17,C,C,,,,,,,,101,rf-1(-3)e1,8
2016,COL,10,"Blackmon,C*",1,578,5,4,35.9,44.9,45.4,1.4,2,3,2,15,4,27.8,36.8,51.5,4.6,7,3,2,"*2-6,9/- (15-12)",B,15,A,C,,,,,,,304,,cf-3(0)e4,2
2016,PHI,22,"Blanco,A+",3,190,26,6,12.2,26.2,22,0,w,6,27,18,0,22.9,30.9,38.5,1.5,1,6,29,"*3-6/8,10 (15-5)",D,13,D,B,,325,322,339,305,516,,,3b-3e39 2b-3e22 ss-3e5 1b-3e25 lf-5(+2)e16,16
2016,SF,25,"Blanco,G*",2,241,6,10,17.1,28.1,22.9,0,w,-1,20,23,11,14.2,26.2,25.7,1.2,w,-1,20,"*2-6,11/- (15-12)",B,15,D,C,,,,,,203,203,203,rf-2(0)e3 lf-2e3 cf-2e3,4
2016,BOS,5,"Bogaerts,X",1,652,14,18,25.5,45.5,35.1,3,5,-5,14,14,7,28.8,37.8,39.1,1.5,1,-5,16,*6/- (17-6),B,15,D,C,,,,,312,,,,ss-3e12,12
2016,MIA,16,"Bour,J*",5,280,58,0,21.6,21.6,30.5,0,w,-10,19,12,13,21.7,34.7,41.6,5.9,8,-11,21,-/- (---),E,8,D,D,,507,,,,,,,1b-5e7,22
2016,PHI,22,"Bourjos,P",2,355,20,0,33.2,35.2,39.3,0,w,-15,16,30,2,21.7,25.7,39.4,0.8,0,-6,16,*3-6/12 (15-10),C,15,B,D,,,,,,,202,102,rf-1(-1)e2 cf-2e2,10
2016,BAL,1,"Bourn,M*",1,375,34,0,32.4,32.4,44.2,0.6,w,6,7,25,7,22.1,29.1,37.7,3.2,w,5,6,*2-5/- (18-13),A,16,A,B,,,,,,212,212,212,cf-2(+1)e12 rf-2e12 lf-2e12,7
2016,BOS,5,"Bradley Jr,J*",1,558,30,7,20.7,31.7,29.3,0.8,1,-7,13,24,13,21.7,38.7,46.9,5.3,8,-7,14,6/- (16-6),C,14,D,D,,,,,,,103,,cf-1(-3)e3,18
2016,MIL,17,"Braun,R",1,511,9,10,33.7,45.7,52.3,4.6,8,-3,27,16,5,27.9,34.8,45.8,4.4,7,-3,29,*2-5/- (17-12),B,15,D,B,,,,,,304,,,lf-3(-1)e4,19
2016,HOU,12,"Bregman,A",1,201,27,9,18.3,27.3,32.5,2,3,8,5,30,6,23.1,29.1,46.5,2.8,4,8,5,3/- (20-6),D,13,D,D,,,441,234,338,425,,,3b-2e34 ss-3e38 2b-4e41 lf-4(+1)e25,13
2016,SF,25,"Brown,T",2,173,13,4,21.5,26.5,27.9,1.8,4,-10,7,26,4,17.1,22.1,24.9,1.4,3,-10,8,2-6/- (3-1),E,10,D,C,304,,,565,,,,,"c-3(0)e4,T-4(pb-4) 3b-5e65",17
2016,MIL,17,"Broxton,K",2,207,35,27,18.7,45.7,33.5,2.5,4,-4,3,50,21,12.9,34,23.9,2.8,3,-5,2,*2-6/- (19-15),A,16,C,D,,,,,,,211,,cf-2(0)e11,11
2016,NY(N),1,"Bruce,J*",1,539,26,2,15.9,18.9,34.1,3.3,4,2,21,24,5,18.9,24.9,44,6.1,8,2,22,7/- (13-6),D,12,D,B,,,,,,,,307,rf-3(0)e7,14
2016,CHI(N),7,"Bryant,K",1,603,20,14,25.9,45.9,55.9,8.3,8,-9,2,25,14,22.9,42.8,41.8,4,6,-10,2,"5,6/- (13-6)",C,14,D,C,,425,,320,588,303,,403,3b-3e20 lf-3(-1)e3 rf-4e3 1b-4e25 ss-5e88,18
2016,KC,1,"Burns,B+",1,311,19,0,26.1,30.1,34.7,0,w,-9,12,0,0,17.9,21.9,22.1,0,w,-9,12,*2-6/- (18-14),A,17,B,C,,,,,,204,204,204,cf-2(0)e4 rf-2e4 lf-2e4,21
2016,KC,13,"Butera,D",2,123,42,6,20.8,26.8,42.6,0,w,-3,11,34,5,29.4,34.4,50.3,3.2,6,-10,11,-/- (---),E,9,A,D,314,425,,,,,,,"c-3(0)e14,T-20(pb-0) 1b-4e25",2
2016,NY(A),1,"Butler,B",1,250,8,8,25.7,33.7,45.6,3.3,w,8,31,13,8,28,36,37.9,0.9,1,8,31,-/- (---),E,8,D,C,,530,,,,,,,1b-5e30,14
2016,MIN,18,"Buxton,B",1,298,49,14,16.1,32.1,37,0.4,0*,0,1,57,4,14.4,20.4,33.6,2.7,4,0,2,"*4,6/- (19-13)",B,17,B,D,,,,,,,207,,cf-2(-3)e7,7
2016,CLE,9,"Byrd,M",1,115,34,12,29.6,41.7,46.8,0.8,1,6,5,47,8,16.6,24.6,28.2,3.8,6,6,4,-/- (---),E,11,D,D,,,,,,400,,400,rf-4(-1)e0 lf-4e0,25
2016,NY(N),20,"Cabrera,A+",1,521,14,5,35.8,43.8,46.4,1.2,1,-11,19,18,3,23.9,29.9,39.3,3.2,6,-11,17,3/- (17-6),D,12,D,C,,,,,308,,,,ss-3e8,17
2016,DET,11,"Cabrera,M",1,595,22,15,25.7,41.7,39,4.2,8,-8,28,12,11,31,43,53,5.4,8,-8,31,-/- (---),E,9,D,C,,308,,521,,,,,1b-3e8 3b-5e21,23
2016,CHI(A),6,"Cabrera,M+",1,591,7,2,36.5,38.5,53,1,1,3,27,0,7,29.4,36.4,41.8,0.6,1,3,24,2/- (20-6),E,11,C,B,,,,,,403,,,lf-4(-3)e3,16
2016,CIN,8,"Cabrera,R+",2,171,20,0,19.1,20.1,24.5,0,w,6,26,12,0,21.6,22.6,33,1.6,0,6,27,"4,6/11 (13-6)",E,9,C,C,407,,,,,,,,"c-4(0)e7,T-8(pb-0)",25
2016,KC,13,"Cain,L",4,397,4,5,38.1,44.1,62.1,2,4,6,27,23,7,23.4,31.4,24.7,0.2,0,6,25,*2-5/- (17-12),B,16,D,D,,,,,,,105,105,cf-1(-2)e5 rf-1e5,11
2016,LA(A),14,"Calhoun,K*",1,594,16,13,22.7,37.7,36.9,3,5,8,14,15,13,23.2,38.2,35.7,1.3,1,8,14,5/11 (13-4),E,13,D,B,,,,,,,,205,rf-2(-4)e5,23
2016,SEA,26,"Cano,R*",1,655,10,1,28.9,32.9,44.5,3.6,6,-17,23,7,4,32.6,39.6,59.5,6.8,8,-15,20,5/- (3-1),E,12,D,C,,,104,,,,,,2b-1e4,11
2016,STL,27,"Carpenter,M*",2,473,19,19,22,43,37.2,2.5,4,-8,6,20,20,18.5,40.5,41.8,3.3,6,-2,6,"2-6,11/- (3-1)",E,11,C,C,,405,418,327,,,,,3b-3e27 1b-4e5 2b-4e18,12
2016,TOR,30,"Carrera,E*",2,270,21,5,23,31,35.2,0.5,0,5,23,29,12,17.9,32.9,20.9,1,1,5,21,"*2-6,11/- (15-12)",B,14,A,D,,,,,,302,402,302,rf-3(+1)e2 lf-3e2 cf-4e2,25
2016,MIL,17,"Carter,C",1,549,36,19,9.7,30.7,36,8.3,8*,0,22,49,17,11.3,30.3,32.3,5.4,8*,0,11,3/- (15-6),D,10,D,D,,412,,,,,,,1b-4e12,24
2016,TB,28,"Casali,C",2,226,49,13,9.9,24.9,24.7,4.2,8,-1,3,44,13,7.1,22.1,14,1.1,1*,0,3,-/- (---),E,9,C,D,207,,,,,,,,"c-2(-1)e7,T-4(pb-2)",2
2016,DET,11,"Castellanos,N",3,411,38,2,13.4,17.4,30.3,2.8,5,1,13,28,7,29.5,38.5,48.1,3,5,1,12,4/12 (13-5),E,9,D,D,,,,414,,,,,3b-4e14,17
2016,ARIZ,2,"Castillo,W",2,416,24,10,20.4,32.4,39.6,4.3,8,6,7,37,6,21.5,29.6,29.7,0.8,1,6,9,2/- (20-6),E,9,D,D,403,,,,,,,,"c-4(-2)e3,T-11(pb-2)",22
2016,ATL,3,"Castro,D",1,130,12,0,14.6,14.6,14.6,0,w,5,24,13,3,10.3,13.3,10.3,0,w,5,24,2-5/10 (13-6),E,12,C,C,,,208,225,224,,,,2b-2e8 ss-2e24 3b-2e25,14
2016,HOU,12,"Castro,J*",2,329,45,12,4.3,17.4,14.3,2,w*,0,22,49,19,14.4,34.4,27.9,2.4,4,-4,12,5/- (13-6),E,10,D,D,203,525,,,,,,,"c-2(0)e3,T-5(pb-4) 1b-5e25",23
2016,NY(A),19,"Castro,S",1,577,17,0,26.6,27.6,41.6,2.1,1,-8,24,19,0,27.4,28.4,39.6,2.7,3,-8,24,2/- (20-6),D,13,D,C,,,314,,328,,,,2b-3e14 ss-3e28,22
2016,MIN,18,"Centeno,J*",2,176,22,0,23.1,24.1,27.6,0,w,6,32,19,9,22.6,32.7,35.9,0.8,1,6,30,-/- (---),E,9,B,C,309,,,,,,,,"c-3(+2)e9,T-20(pb-3)",25
2016,PIT,23,"Cervelli,F",4,326,1,22,33.7,59.7,33.7,0,w,-6,23,18,23,17,44,23.1,0.8,w,-6,23,6/- (15-6),C,11,D,C,304,425,,,,,,,"c-3(+1)e4,T-8(pb-3) 1b-4e25",19
2016,NY(N),20,"Cespedes,Y",2,479,17,21,26.2,50.2,49.3,5.2,8,-7,17,20,7,23.3,33.3,43.8,5.4,8,-8,21,3/- (15-6),D,13,D,D,,,,,,207,407,,lf-2(-5)e7 cf-4e7,15
2016,TEX,29,"Chirinos,R",6,147,30,22,8.3,37.3,32.1,7.8,8*,0,15,33,10,13.5,30.5,34.7,3.8,7*,0,19,"2-6,9/- (3-1)",E,10,C,D,303,,,,,,,,"c-3(0)e3,T-1(pb-2)",10
2016,CLE,9,"Chisenhall,L*",2,385,20,1,15.5,18.5,27.3,0,w,4,9,13,2,29.3,33.3,44,1,1,4,9,3/- (20-6),C,13,C,C,,425,,418,,,405,305,rf-3(-1)e5 1b-4e25 3b-4e18 cf-4e5,20
2016,LA(A),14,"Choi,J*",1,112,41,12,0,12,0,0,w*,0,18,23,16,5,21,16.8,3.4,5*,0,17,"*2-6,11,12/7-10 (15-4)",D,12,D,D,,309,,,,515,,,1b-3e9 lf-5(+2)e15,21
2016,TEX,29,"Choo,S*",5,178,15,20,16.5,44.5,24.8,2.8,5,0,0,28,15,13.3,36.3,22.9,2.3,3,0,0,*3-7/- (15-12),B,13,D,D,,,,,,,,312,rf-3(-1)e12,16
2016,CHI(N),1,"Coghlan,C*",4,261,40,9,0.2,11.1,0.2,0,w*,0,13,30,15,6.7,23.7,14.6,0.9,1,7,12,7/- (13-6),D,13,D,D,,424,411,411,,400,,400,lf-4(0)e0 2b-4e11 3b-4e11 rf-4e0 1b-4e24,25
2016,DET,11,"Collins,T*",1,136,32,14,1.5,17.5,1.5,0,w,6,1,31,9,21,32,37.8,2.4,3,6,2,"4,6/10 (13-6)",E,13,D,D,,,,,,305,405,305,cf-4(0)e5 lf-3e5 rf-3e5,19
2016,KC,13,"Colon,C",1,147,32,5,16.8,24.9,20.4,0.2,1,-4,19,12,8,16.2,27.2,18.6,0,w,-4,18,"2-6,12/- (3-1)",E,12,D,D,,,305,316,326,,,,2b-3e5 3b-3e16 ss-3e26,15
2016,NY(N),20,"Conforto,M*",1,304,38,5,0,8,0,0,w*,0,19,33,13,15.4,31.4,33.5,3,5,2,16,"3,4/- (13-6)",E,12,D,D,,,,,,407,407,407,lf-4(0)e7 cf-4e7 rf-4e7,17
2016,TB,28,"Conger,H+",2,124,27,4,10,14,17.2,0,w,-1,23,42,10,10.7,20.7,16.6,1.3,1,-5,21,-/- (---),E,9,D,D,404,,,,,,,,"c-4(+3)e4,T-7(pb-0)",25
2016,CHI(N),7,"Contreras,W",2,252,18,1,34.5,38.5,53.4,0.9,1,-12,31,31,16,20.4,39.3,33.4,3.6,7,-11,15,"4,6/10 (13-6)",D,13,D,D,303,416,,,,406,,,"c-3(-2)e3,T-20(pb-4) lf-4(0)e6 1b-4e16",7
2016,HOU,12,"Correa,C",1,577,23,20,13.7,35.7,21,1.6,2,2,15,23,13,25.3,40.3,40,1.6,3,2,16,*6/- (18-6),B,14,D,C,,,,,216,,,,ss-2e16,24
2016,CIN,8,"Cozart,Z",2,464,16,6,12.8,19.8,30.6,4,7,-1,18,11,7,23.2,31.2,35.7,1.5,2,-3,16,4/- (16-6),D,13,D,C,,,,,114,,,,ss-1e14,10
2016,SF,25,"Crawford,B*",1,553,19,6,26,34.1,32.8,0.8,2,8,24,17,8,22.7,32.7,38.5,0.8,2,8,22,3/- (20-6),C,14,D,C,,,,,112,,,,ss-1e12,2
2016,CLE,1,"Crisp,C+",1,446,10,10,10.3,20.3,16.3,1.2,3,12,11,12,10,15.8,25.8,30.8,1.6,2,12,11,"*2-6,12/- (15-12)",B,14,C,C,,,,,,305,305,,lf-3(+2)e5 cf-3e5,16
2016,LA(A),14,"Cron,C",3,407,12,2,20.8,26.8,33.8,0.8,0,9,17,14,4,26.5,34.5,44.2,3.5,5,8,16,7/9 (13-4),D,10,D,C,,410,,,,,,,1b-4e10,2
2016,SEA,26,"Cruz,N",1,589,26,11,25.1,39.1,63,11.5,8,-8,24,29,10,25.2,38.2,41.7,4.2,8,-13,17,2/- (20-6),E,11,D,D,,,,,,,,504,rf-5(-2)e4,7
2016,KC,13,"Cuthbert,C",1,475,13,2,34.2,36.2,46.1,0.8,2,-6,25,19,7,22.7,29.7,30.7,0.8,2,-6,20,2/- (20-6),E,11,D,D,,,,321,,,,,3b-3e21,30
2016,COL,10,"Dahl,D*",1,222,29,4,37.3,41.3,44.2,0,w,-12,15,31,4,33.1,37.1,53.7,2.8,3,-12,12,*4/- (20-6),B,16,D,D,,,,,,206,206,206,lf-2(-1)e6 cf-2e6 rf-2e6,13
2016,ATL,3,"D'Arnaud,C",1,233,13,10,18.6,31.6,35,2.2,w,6,23,19,11,18.3,32.3,26.1,0,w,6,22,*2-5/- (18-13),B,15,D,C,,,416,308,410,405,405,405,3b-3e8 ss-4e10 2b-4e16 lf-4(+2)e5 cf-4e5 rf-4e5,25
2016,NY(N),20,"D'Arnaud,T",5,251,27,8,17,28,17,0,w,-12,21,11,6,24.4,33.3,29.3,1,0,-12,22,-/- (---),E,11,D,C,301,,,,,,,,"c-3(+2)e1,T-1(pb-2)",4
2016,BAL,4,"Davis,C*",1,566,42,16,11.5,30.6,25.8,3.4,5,-2,12,48,20,9.4,32.3,28.7,6.2,8,-1,6,2/- (20-6),E,12,D,D,,111,,,,,,403,1b-1e11 rf-4(-1)e3,1
2016,OAK,21,"Davis,K",1,555,31,11,20.4,34.3,49.3,8.2,8,-6,22,36,6,17.4,26.4,46.8,8.6,8,-4,21,6/9 (13-3),E,12,D,D,,,,,,309,,,lf-3(+3)e9,18
